name,price,old_price,discount
"DELL Latitude 3350/3340 13.3"", Intel Core I5  6GB RAM 500GB HDD Renewed Laptop With Free Bag & Foam Cleaner - Grey","UGX 556,000","UGX 1,000,000",44%
"Refurbrished ThinkPad X1 Carbon Intel Core i7 - 14"" 16GB RAM 512GB SSD - Black","UGX 1,200,000","UGX 2,100,000",43%
"Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6"" Plus Free Mouse-Pad-Black (Grade A)","UGX 390,000","UGX 650,000",40%
"Refurbished Travelmate B series 4GB RAM,64GB SSD-Black","UGX 329,000","UGX 689,982",52%
Apple MacBook Air 2017 8GB RAM  256GB SSD  Retina Display,"UGX 950,000","UGX 1,700,000",44%
"ThinkPad X1 Carbon 8th Gen Intel Core i7 Slim & Light Laptop, 16GB RAM 512GB SSD (Renewed) -Black (Grade A)","UGX 1,699,000","UGX 2,000,000",15%
"Hp Probook G4  11'6  Inch Mini Laptop, Celeron, 4GB Ram 64GB SSD – Grey- Renewed","UGX 339,000","UGX 550,000",38%
"Lenovo ThinkPad 13.3 -inch, Intel, Core i5 8GB RAM, 512GB SSD,  -Black (Renewed)","UGX 855,000","UGX 1,650,000",48%
"RENEWED Certified Refurbished 14"" EliteBook 840 Core i5, 8GB RAM, 500GB HDD - Black","UGX 568,000","UGX 1,000,000",43%
"Laptop 11"" 500GB 8GB RAM Intel ,HDMI Windows 10 Pro Webcam Zoom Ready-Dark Grey","UGX 449,900","UGX 950,000",53%
"Latitude 3000 series Mini Laptop,Intel Duo Core,4GB RAM,64GB SSD,11.6 Inch-Grey/Black,Refurbished","UGX 319,000","UGX 600,000",47%
" Refurbished EliteBook 820(12.5-inch,Core i7, 16GB RAM, 1TB HDD , PLUS FREE MOUSE PAD ,MOUSE& BAG - Black(6MTHS WRTY)","UGX 889,000","UGX 1,300,000",32%
"Hp  Stream Probook G4 11'6 Inch Mini Laptop, Celeron, 4GB Ram 64GB SSD – Grey- ","UGX 450,000","UGX 700,000",36%
EliteBook 840 G5/G6 Core I5 8th Gen 14inch Silver Color (Refurbished),"UGX 945,000","UGX 1,000,000",6%
"ThinkPad T470s/T460s 14 Inch, Core i5 ,8GB Ram, 256GB SSD, Windows 10 - Black (6MTHS WRTY) Refurbished","UGX 697,700","UGX 1,500,000",53%
"Refurbished 14""Inch ThinkPad T440s/T440/450 Core i5, 8GB RAM, 500GB HDD, - Black(6MTHS WRTY)","UGX 549,900","UGX 1,100,000",50%
DELL  Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM -Dark Grey/ Black,"UGX 435,000","UGX 830,000",48%
"X360 Touchscreen 11.6"",Intel Celeron 128 GB SSD,4GB Black, Refurbished","UGX 399,000","UGX 700,000",43%
"Lenovo Thinkpad  Renewed Student  4GB RAM 128GB SSD 11.6""Mini Laptop, Plus Pouche and Mouse-Black","UGX 345,000","UGX 650,000",47%
Refurbished Elitebook 840 Core I5 16gb Ram 750gb HDD Black (6MTHS WRTY),"UGX 679,000","UGX 1,489,995",54%
"Hp Stream Pro G2  11'6  Inch Mini Laptop, Celeron, 4GB Ram 64GB SSD – Grey- Renewed","UGX 329,000","UGX 670,000",51%
"Refurbished Probook 430 G2/G3,Duo Core ,8GB RAM, 500GB HDD 14"" - Black","UGX 499,000","UGX 799,000",38%
"Thinkpad X270 Laptop, Intel Core i5, 8GB RAM, 256GB SSD, 12.5 inch Renewed (6 MONTHS WARRANTY)","UGX 630,000","UGX 9,000,000",93%
"Latitude Laptop 11.6"" HD Intel Pentium Windows 11 PC 4GB RAM 64GB SSD-Grey/Black,Refurbished","UGX 319,000","UGX 590,000",46%
"Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel , 8GB RAM DDR4, 256GB SSD Windows 11-Black","UGX 709,000","UGX 1,200,000",41%
DELL Latitude Portable Laptop Intel 8GB RAM 1Tb HDD Storage (Refurbished),"UGX 490,000","UGX 1,000,000",51%
"Hp Refurbished 14 Inch EliteBook 840 G2, Core i5, 8GB Ram, 500GB SSD, Windows 10 Pro - Black","UGX 680,000","UGX 1,240,000",45%
"Hp Stream 14"" Laptop, Intel Celeron N4120, 4GB RAM, 64GB eMMC, Blue, Windows 11 (S Mode) with Office 365 1 Year + Accessories","UGX 529,000","UGX 600,000",12%
"Nec VersaPro, Intel Core i5 8th Generation,8GB RAM,128GB SSD,12.5"" Windows 11 Pro-Black,Refurished","UGX 599,000","UGX 1,050,000",43%
"EliteBook 13 inch,Core I5,12GB RAM,500 GB,Black, Plus Laptop stand and Bag Refurbished (6MTHS WRTY) Grade A","UGX 629,000","UGX 1,099,000",43%
"Thinkpad X270 Laptop, Intel Core i5, 8GB RAM, 256GB SSD, 12.5 inch Renewed (6 MONTHS WARRANTY)","UGX 660,000","UGX 2,000,000",67%
"DELL Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel , 4GB RAM DDR4, 128GB SSD-Black","UGX 500,000","UGX 750,000",33%
DELL Latitude 3180/3190 11.6 Inch Intel Celeron 4GB RAM 128GB SSD Free Mouse - Grade A Renewed,"UGX 378,000","UGX 600,000",37%
"Nec VersaPro,Slim Laptop, Intel Core i5 8th Gen,8GB RAM,128GB SSD,Windows 11 Pro-Black,Refurished","UGX 587,900","UGX 1,020,000",42%
"DELL Latitude 13.3-inch Intel Core i3 8th Generation,4GB RAM, 128GB SSD, Win 11 Pro (Refurbished)-Black","UGX 479,000","UGX 690,000",31%
"Lenovo hinkpad T460s/T470s Core i5,6th Gen,8GB Ram, 256GB Ssd - Black (Grade A)","UGX 895,000","UGX 1,500,000",40%
Hp Dragonfly G4 – Intel Core i7 (13th Gen)  Touchscreen 16GB RAM  1TB SSD. Brand New,"UGX 2,999,000","UGX 3,500,000",14%
"EliteBook 840, Core i5, 16GB Ram, 500GB Hdd Plus Free Bag And Mouse - Renewed-6MONTHS WARRANTY - Black","UGX 665,000","UGX 998,900",33%
"Mini Ultrabook Refurbished 11.6"" 4GB RAM 128GB SSD-Black","UGX 349,000","UGX 699,014",50%
"Nec VersaPro , Intel Core i5 8th Generation,8GB RAM,128GB SSD,12.5"" Windows 11 Pro-Black,Refurished","UGX 589,000","UGX 1,050,000",44%
Refurbished Probook Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 - Grey (Grade A),"UGX 435,000","UGX 550,000",21%
"Latitude 7280,  12.5 inch, Intel Core i5, 8GB DDR4, 256GB SSD - Refurbished - Black (6MTHS WRTY)","UGX 635,000","UGX 1,300,000",51%
"EliteBook 13 inch,Core I5,8GB RAM,500 GB,Black,Plus Bag and Mouse, Refurbished (6MTHS WRTY) Grade A","UGX 639,000","UGX 1,099,000",42%
"Refurbished V5 / Travelmate Intel,4GB RAM 128GB SSD,12Inches Touch Screen- - Black","UGX 359,000","UGX 650,000",45%
"Hp  820 , Intel Core I5 Up To 2.5 GHz, 8GB RAM, 500 GB HDD With 3-5hrs Battery Slim Laptop Windows 10  -Black Grade A","UGX 544,000","UGX 1,100,000",51%
"Hp EliteBook 840 , Intel Core I5 Up To 2.3 GHz, 8GB RAM, 500 GB HDD Laptop Computer Windows 10 Pro -Black","UGX 589,000","UGX 1,090,006",46%
"Thinkpad T470s 14inch, Core i5 , 8GBRAM , 512GB ssd ,Windows 11 -Black Refurbished (6mths warranty) Grade A","UGX 889,900","UGX 1,350,000",34%
"Lenovo Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6"" Plus Free Flash-Disk-Black (Grade A)","UGX 360,000","UGX 650,000",45%
"Hp Renewed Elitebook G3,Core I5 6th Gen ,8GB RAM,500GB HDD 13""- Silver Grade A","UGX 739,900","UGX 1,259,000",41%
Elitebook 640 i7 8GB RAM 256GB SSD Storage – Black,"UGX 599,000","UGX 1,100,000",46%
"DELL Renewed Latitude E5450/E7450 Core i5 16GB RAM 500GB HDD,6Months Warranty -Black ","UGX 599,000","UGX 1,090,000",45%
"Latitude 3380-Business Laptop, Intel Core i3, 13.3 inch, 6th/7th Gen, 8GB RAM, 500GB HDD Refurbished - Grey","UGX 549,000","UGX 1,200,000",54%
"DELL Refurbrished Latitude 3120  Touch Screen - 11.6"" Intel Pentium 8GB RAM 128GB SSD - Gray","UGX 450,000","UGX 1,000,000",55%
"Probook 440 G3 Intel Core i5 6th Generation,16GB RAM 256GB HDD- Black","UGX 699,000","UGX 1,189,995",41%
"EliteBook 820 12.5-inch,Core I5,8GB RAM,500 GB,Black Plus Bag,Refurbished Grade A","UGX 569,660","UGX 1,099,000",48%
Lenovo Ideapad 1 14Igl7 14 Inches Celeron Laptop- Part Number- 82V60093Ue,"UGX 1,090,000","UGX 1,507,800",28%
"Renewed Latitude Mini Laptop 11.6"" HD Intel Pentium 4GB RAM 64GB SSD,Windows 11 Pro,Grey/Black","UGX 319,000","UGX 700,000",54%
DELL 3340 Intel Celeron/Pentium 8GB RAM 500GB HDD Free Flash Disk Toshiba,"UGX 429,000","UGX 750,000",43%
Refurbished Hp Probook 11 G1 / G2 4GB Ram 500GB HDD With Free Mouse - Black Grey,"UGX 378,000","UGX 800,000",53%
"Refurbished Surface Pro 7 Plus Laptop i5 11th Gen Ram 8GB Storage 256GB SSD 12.3"" Touchscreen Detachable Keyboard Win 11 Black","UGX 2,550,000","UGX 4,000,000",36%
"EliteBook 840, Core i5, 16GB Ram, 1TB Storage Free Mouse - Refurbished (Grade A+) - Black (6MTHS WRTY","UGX 715,000","UGX 1,200,000",40%
"Lenovo Thinkpad Intel Core i3 6th Gen,4GB RAM,128GB SSD,11.6 Inch Mini Laptop,Rugged-Black,Renewed","UGX 399,000","UGX 670,000",40%
IdeaPad Intel Celeron N4020  4GB RAM And 256GB SSD-Dark Grey,"UGX 1,500,000","UGX 2,800,000",46%
" Refurbished 14"" ThinkPad T440s/T440/T450 Core I5 8GB RAM 500GB HDD Plus Bag -Black","UGX 554,630","UGX 1,400,000",60%
"Travelmate Mini Laptop,Intel Duo Core, 4GB RAM 64GB SSD, 12Inches - Black-Refurbished","UGX 329,000","UGX 630,000",48%
"Refurbished Yoga 11.6""Touch Screen, Intel Celeron,128GB Drive, 4GB RAM Mini- Black","UGX 399,000","UGX 798,997",50%
"DELL Renewed Latitude E5450/E7450 Core i5 16GB RAM 1000GB(1TB) HDD,6Months Warranty -Black ","UGX 699,000","UGX 1,090,000",36%
"Thinkpad T460s/T470s Core I5,6th Gen,8GB Ram, 256GB Ssd Refurbished - Black","UGX 750,000","UGX 2,000,000",63%
"Hp  EliteBook 820 g2 Business Laptop, Intel Core i5, 8GB RAM, 500GB HDD, 12.5 inch Display, Windows 10 Pro (Renewed)-Black","UGX 520,000","UGX 750,000",31%
"Hp EliteBook 840 , Intel Core I5 Up To 2.3 GHz, 8GB RAM, 500 GB HDD With 4-8 Hour Battery Laptop Computer Windows 10 Pro -Black","UGX 750,000","UGX 1,500,000",50%
"DELL  Latitude 7280, 12.5"" Core i5, 8GB DDR4, 256GB SSD Plus a free mouse Black (6MTHS WRTY)","UGX 673,000","UGX 1,350,000",50%
"Refurbished Probook Touch Screen X360 Intel, 2-in-1 Convertable HD Screen Laptop 4GB RAM 128GB SSD - Grey (Grade A)","UGX 440,000","UGX 1,000,000",56%
"Refurbished Travelmate,Intel Celeron.4GB RAM 64GB SSD, 12Inches - Black","UGX 329,000","UGX 650,000",49%
"Hp Probook 440/430 Intel Core i5 ,8GB Ram 500GB HDD 14 Inch Screen -Black,Renewed","UGX 599,000","UGX 999,000",40%
"Intel Core i3 6th Generation,8GB RAM,128GB SSD,11.6 Inch,Mini Laptop-Black,Refurbished","UGX 459,000","UGX 670,000",31%
"Refurbished EliteBook 840 14 Inch Core i5, 12GB Ram, 1TB/ 1000GB HDD - Black","UGX 739,000","UGX 1,200,000",38%
"Hp EliteBook 820 g2 Business Laptop, Intel Core i5, 8GB RAM, 500GB HDD, 12.5 inch Display, Windows 10 Pro (Renewed)-Black","UGX 515,000","UGX 750,000",31%
HP Refurbished  probook 640 intel core i5 8GB RAM 500G HDD 14 inches. Grade A+ Black + Bag and Mouse (6months warranty),"UGX 566,000","UGX 1,000,000",43%
"Refurbished Probook TouchScreen X360 Intel 4GB RAM 128GB SSD 11.6"" Plus Free 500GB External Harddrive- (Grade A)","UGX 490,000","UGX 650,000",25%
"DELL  7000 Series 14"" Touchscreen Business Laptop, I5 8th Generation , 8GB DDR4 ,256  M.2 Nvme SSD,Windows 10,Renewed","UGX 799,000","UGX 1,200,000",33%
"Refurbished 840 Elitebook G3/G4 Core i5, 8GB DDR4 RAM, 256GB SSD - Silver (Grade A)","UGX 820,000","UGX 1,900,100",57%
"Refurbished Probook Touch Screen X360,Intel,4GB RAM,128GB SSD, 11.6-Grey/Black (Grade A)","UGX 500,000","UGX 950,000",47%
Lenovo Renewed V14 INTEL Celeron Laptop 4GB RAM 1TB HDD 15 inch - black/Grey,"UGX 830,000","UGX 2,000,000",59%
Renewed ProBook 640 14inch Core i5 8GB 500GB HDD - Black,"UGX 565,000","UGX 990,000",43%
"Refurbished  11” Mini, Celeron,4gb RAM, 500GB HDD Plus Free Bag  - Black Grade A","UGX 480,000","UGX 999,000",52%
"Hp EliteBook 840 G5 Laptop i5-8th Gen 8GB DDR4 RAM, 256GB SSD – Silver(6MTHS WRTY)Refurbished","UGX 999,000","UGX 1,600,000",38%
Latitude E5480 Intel Core I5 6th Gen 8GB RAM 256GB SSD-Renewed- Black (6MTHS WRTY),"UGX 659,000","UGX 1,099,888",40%
Hp OMEN 16 Gaming Laptop – Intel Core i9 12th Gen · NVIDIA RTX 6 GB · 16 GB RAM · 1 TB SSD,"UGX 4,999,000","UGX 6,000,000",17%
"Hp EliteBook  8th Gen Intel Core i5-8250U, 8GB RAM 512 GB SSD, 14"" Full HD FHD Display- Silver (Refurbished) Grade A","UGX 1,299,900","UGX 1,900,000",32%
Refurbished Probook 640 Corei5 12gb Ram 1TB Hdd (6MTHS WRTY),"UGX 649,000","UGX 1,200,000",46%
Hp Probook 640 core i5  8GB RAM 500GB HDD.GRADE A+  Plus  Free mouse And Flash. - Black (6months warranty),"UGX 549,000","UGX 860,000",36%
"13.3 inch ProBook MT31, Intel, Celeron ,12GB memory,256 GB SSD, Refurbished 6 MONTHS WARRANTY","UGX 599,000","UGX 879,000",32%
Lenovo 100e 4th Gen 64GB SSD EMMC(64GB) 4GB RAM WiFi - HDMI - Camera - Bluetooth Refurb (6 Months WRTY) Small .,"UGX 319,000","UGX 450,000",29%
Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM -Dark Grey/ Black (Grade A),"UGX 380,000","UGX 780,000",51%
"11.6"",Intel Celeron 128 GB SSD,4GB Black Plus Free Mouse, Refurbished.","UGX 355,000","UGX 938,000",62%
"Refurbished Elitebook 820 12.5-inch,Core i5,8GB RAM,512GB SSD - Black (6MTHS WRTY) Grade A","UGX 779,000","UGX 1,699,988",54%
"Yoga 11e Touchscreen 11.6"" 4gb Ram , 500GB- Black","UGX 459,900","UGX 990,000",54%
"Refurbished Laptop For Student Latitude 3190 Convertible 2-in-1,11.6 Intel Pentium-Silver-N5030 CPU@1.10GHZ 4GB RAM,256GB SSD,1366x768 HD Touchscreen,FREE Wi-Fi Wireless Mouse & Bag Windows 11 Pro","UGX 598,000","UGX 800,000",25%
"ProBook 430 G3 Intel Core i5 6th Gen 13.3 inches ,8GB RAM ,256GB SSD Windows 10 Pro-Refurbished","UGX 599,000","UGX 1,090,001",45%
"Latitude 3189/90 2in 1, 11.6"" Touch Screen Laptop, Intel N4200, 4GB RAM DDR4, 256GB SSD-Black(Refurbished)","UGX 499,900","UGX 1,200,000",58%
Renewed 3310 13.3-inch Intel Duo Core 4GB RAM 128GB SSD Win 10-3 Months Warranty - Grey/Black,"UGX 449,000","UGX 650,000",31%
" Refurbished Probook Touch Screen X360 Intel, 2-in-1 Convertable HD 11.6"" Screen Laptop 4GB RAM 128 GB SSD - Grey Grade A","UGX 500,000","UGX 955,000",48%
" Latitude Intel  11"",8GB Ram ,500GB HDD Refurbished( 6MTHS WRTY)  - Black","UGX 448,960","UGX 900,000",50%
"ThinkPad T490s Laptop ,Core I7 16GB RAM 512GB SSD,backlight Keyboard,Refurbished-Black","UGX 1,300,000","UGX 2,000,000",35%
"Vivo book Flip E205SA 11.6” Touchscreen x360, Intel Pentium 4GB,128GB Storage (64GB SSD Plus 64GB SD Card), Dark Blue,Refurbished","UGX 399,000","UGX 700,000",43%
"DELL Latitude Mini Laptop,Intel Duo Core,64GB SSD,4GB RAM,11.6""-Gey/Black,Renewed","UGX 319,000","UGX 6,590,000",95%
Refurbished Elitebook 640 i7 8GB RAM 500GB HDD Storage – Black,"UGX 599,000","UGX 1,350,000",56%
Hp Refurbished ProBook 640 i5 8GB Ram 500GB HDD Plus Free Mouse (6 MNTHS WRNTY) - Refurbished - Black,"UGX 520,000","UGX 950,000",45%
Hp Fast 14' HP 840 INTEL CORE I5 / 8GB RAM / 1TB HARD DISK G1 EliteBook - Black,"UGX 699,000","UGX 1,899,896",63%
"DELL Renewed Latitude 7490 Core  I5 8th Generation ,8GB RAM,256GB SSD,14"" - Black Grade A","UGX 908,600","UGX 1,690,000",46%
Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM -Dark Grey/ Black (Grade A),"UGX 400,000","UGX 950,000",58%
"Hp Pavilion 14 X360 – Intel Core i5 (12th Gen), 14"" FHD Touchscreen, 16GB RAM, 1TB SSD. Brand New. Silver","UGX 2,227,000","UGX 3,000,000",26%
"X260/X270 Intel core I5 8GB RAM 500GB HDD 13"" - Black ","UGX 649,000","UGX 1,790,019",64%
"Mini Laptop,Intel Celeron.4GB RAM 64GB SSD, 12Inches - Black-Refurbished","UGX 319,000","UGX 670,000",52%
"Acer MIni Travelmate.4GB RAM 128GB SSD, 12Inches Plus Free Bag - Black-Refurbished","UGX 369,000","UGX 600,000",39%
Hp Omen Transcend Gaming 14 Processor: Intel Core Ultra 9-185H  1000 GB SSD (1 TB),"UGX 7,781,200","UGX 9,000,000",14%
"Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6"" Plus Free Flash-Disk-Black (Grade A)","UGX 430,000","UGX 650,000",34%
"Elitebook 840 Core I5,16GB RAM,750GB,14""Plus Free Bag and Mouse,Refurbished - Black(6MONTHS WARRANTY)","UGX 659,000","UGX 1,089,995",40%
DELL 3340 Core I5 4GB RAM 500GB HDD Storage - Grey,"UGX 499,000","UGX 990,000",50%
"100e 2nd Gen 11.6"" 4GB RAM,128GB SSD,Rugged & Spill Resistant Mini Laptop Plus Free Pouche,Black,Refurbished. ","UGX 329,000","UGX 599,000",45%
"Referburished Thinkpad X270/X260 Laptop, Intel Core I7,  8GB RAM, 256GB SSD- BLACK( 6MTHS WRTY)","UGX 667,878","UGX 1,390,000",52%
"Refurbished Acer 4GB RAM 128GB SSD,12"" Plus External Hard Disk,Pouche 5Hrs- - Black (6MTHS WRTY)","UGX 399,000","UGX 950,009",58%
"DELL  Latitude 3340 13.3 Inch Laptop, Intel Core I5, 500GB HDD Storage , 8GB RAM (Renewed) - Grey Grade A","UGX 550,000","UGX 1,050,000",48%
" ThinkPad Yoga  12.5-inch ,Core i5, 8GB RAM, 256GB SSD,  Touch Screen, -Black (Renewed)","UGX 780,000","UGX 1,500,000",48%
"DELL Latitude E5450/E7450 Core I5 8GB RAM 500GB HDD,6Months Warranty -Black Renewed","UGX 549,000","UGX 999,000",45%
"Hp 250 G7 i5 Core, 15.6"" Inch Display 8GB RAM 10th Gen 256SSD Win10 Laptop -Black","UGX 1,600,000","UGX 1,650,000",3%
"EliteBook 840, Core i5, 16GB Ram, 256GB SSD Plus Free Bag And Mouse - Renewed-6MONTHS WARRANTY - Black","UGX 739,000","UGX 999,000",26%
"X270/X260 Core i5 2.3 GHz 8 GB RAM 256GB SSD 12.5"" IPS Windows 11-Refurbished","UGX 649,000","UGX 999,000",35%
Refurbished ProBook 640 core i5 8GB Ram 500GB HDD Plus Free 64gb flash & Mouse (6 MNTHS WRNTY) - Refurbished - Black,"UGX 558,000","UGX 980,000",43%
"Refurbished Acer Mini Travelmate.Celeron,4GB RAM,128GB SSD, 12Inches - Black() (4MTHS WRTY)","UGX 359,000","UGX 859,000",58%
"Latitude 7490 i7  8th gen  ,8GB  Ram , 256GB SSD - Black ( 6MTHS WRTY)Renewed.","UGX 1,000,000","UGX 1,900,000",47%
"Intel Core i3 6th Generation,4GB RAM,128GB SSD,11.6 Inch Mini Laptop Windows 11-Black,Refurbished","UGX 394,000","UGX 690,000",43%
"ThinkPad Yoga 12.5-inch, Intel, Core i5 8GB RAM, 512GB SSD, Touch Screen, -Black (Renewed)","UGX 1,250,000","UGX 1,900,000",34%
"Refurbished Slim NoteBook ,Core I5,8GB Ram,500GB HDD 14""Windows 11 (6 MONTHS WARRANTY)-  Black","UGX 575,000","UGX 1,090,000",47%
"13.3 inch ProBook, Intel,16GB memory,256 GB SSD, Win10,MS Office 2019, Refurbished 6 MONTHS WARRANTY","UGX 599,000","UGX 999,000",40%
"Refurbished Probook 430 G2/G3, Intel Duo Core ,8GB RAM, 500GB HDD 14"" - Black","UGX 499,000","UGX 750,000",33%
"Think pad Flip x360, Touchscreen 11.6"",Intel Celeron 128GB, SSD,4GB Black, Refurbished","UGX 399,000","UGX 650,000",39%
"Hp Renewed Elite X2 7TH GEN Touchscreen, Detachable 2-IN-1 Laptop And Tablet, Core i5,8GB RAM, 256GB SSD,- Silver (6MTHS WRTY)","UGX 1,150,000","UGX 1,850,000",38%
 Refurbished Thinkpad X270 Intel Core I7 8GB/256GB SDD 13 Inch - Black (6MTHS WRTY),"UGX 650,000","UGX 1,500,000",57%
"Refurbished Elitebook G5 14 Inch,Core i5,16GB RAM,512GB SSD-Silver","UGX 1,299,000","UGX 1,689,986",23%
"Renewed 840/830 G5 Intel Core I5 8th Gen,16GB RAM,512GB SSD-Silver(6 Months Warranty)","UGX 1,399,000","UGX 1,590,000",12%
Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM Plus Free USB HUB s-Dark Grey/ Black (Grade A),"UGX 380,000","UGX 650,000",42%
"3000 Series Mini Laptop,Intel Duo Core,64GB SSD,4GB RAM,11.6""-Grey/Black,Refurbished","UGX 319,000","UGX 700,000",54%
Hp 15s AMD Ryzen 5 15.6 Inch 2.89GHz Processor Speed 8GB RAM 256GB SSD (Open Box) - Silver,"UGX 1,545,000","UGX 2,500,000",38%
Refurbished Latitude 11'' 3189 Touch X360 256SSD/8GB RAM -Dark Grey (6MTHS WRTY),"UGX 650,000","UGX 1,499,999",57%
Lenovo Thinkpad Refurbished X260/X270 Intel Core I5 8GB RAM 256GB SSD 13 Inch - Black (6MTHS WRTY),"UGX 690,000","UGX 1,000,000",31%
" Mini Refurbrished Travel Mate  - 11.6"" Touch Screen Intel Pentium 4GB RAM 128GB SSD - Black","UGX 365,000","UGX 850,000",57%
"Hp Elitebook 8460/8470p, Core i5, 14.1, 4GB RAM 500GB  -Silver - Refurbished","UGX 439,000","UGX 750,000",41%
"Refurbished 13"" ThinkPad  X270/X260 Core i5 8GB RAM,  512GB SSD - Black (6MTHS WRTY)","UGX 739,000","UGX 1,400,000",47%
Renewed HP probook 640 core i5  8GB RAM  500GB  HDD GRADE A+ Plus Free Bag and foam cleaner. (6months Warranty),"UGX 569,900","UGX 1,100,000",48%
"Stream Probook 11 G2 Mini Laptop, 11'6 Core, 4GB RAM 64GB SSD – Grey- Refurbished","UGX 329,000","UGX 690,000",52%
Refurbished ProBook 640 Core I5 8GB Ram 1TB HDD - Black (6 MNTHS WRTY),"UGX 600,000","UGX 1,300,000",54%
"Refurbished Elite Book 840 G2, Intel Core i5:8GB Ram, 500GB HDD-  Black","UGX 599,000","UGX 1,990,008",70%
"Renewed Probook Ultra PC, I5 6th Gen,16GB RAM 256GB SSD 14""  - Black","UGX 799,000","UGX 1,190,000",33%
"Lenovo Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6"" Plus Free Earphones-Black (Grade A)","UGX 380,000","UGX 650,000",42%
3189 Touch Screen X360 Laptop Intel Celeron/Pentium 4GB RAM 128GB Ssd (Refurbished ) Free Wd 500GB Hard Disk,"UGX 459,000","UGX 890,000",48%
"Hp Renewed EliteBook 1040 G8 X360 Core i7, 16GB Ram, 256GB SSD 11th Gen Touchscreen 14 Inch - Silver","UGX 1,500,000","UGX 2,500,000",40%
Renewed Probook 640 I5 8GB RAM 500GB HDD + Bag & Mouse Refurbished - Black,"UGX 564,400","UGX 1,200,000",53%
"Elite X2  G3/G4 8th Gen Detachable,2-IN-1,Core i7,16GB RAM,256GB SSD, Refurbished-Gray (6MTHS WRTY)","UGX 1,690,000","UGX 2,500,000",32%
Hp Elitebook 830 G5 / G6 Core I5 8th Gen 8GB RAM 512GB SSD 13.3 Inch Laptop Windows 11 Renewed Grade A - Silver,"UGX 1,050,000","UGX 1,900,000",45%
"Apple MacBook Pro 15-inch (2016) – Intel Core i7, 16GB RAM, 256GB SSD with Touch Bar 1 Yr Wrnty","UGX 1,049,000","UGX 1,800,000",42%
"100e 2nd Gen 11.6"" 4GB RAM,128GB SSD,Rugged & Spill Resistant Mini Laptop Plus Free Mouse,Black,Refurbished. ","UGX 335,000","UGX 599,000",44%
" Latitude Laptop, 8GB Ram 500GB HDD, Plus Bag And Mouse Refurbished - DarkGray","UGX 480,000","UGX 1,300,000",63%
"DELL  Refurbished Latitude E7470/7480 Core i5, 6th/7th Gen, 8GB RAM , 256gb SSD, 14"" -Black","UGX 730,000","UGX 850,000",14%
"Refurbished Latitude 3189/3190 2 in 1, 11.6"" Touch Screen Laptop, Intel Pentium , 4GB RAM DDR4, 128GB SSD-Black","UGX 470,000","UGX 1,100,000",57%
"Latitude 5440 Core i5 8GB RAM 500GB HDD,Windows 10 - Black(6 Months warranty)","UGX 499,000","UGX 1,099,980",55%
"EliteBook 840 G5 16GB Ram, 512GB SSD 14 Inch Screen, Core I5 8th Gen - Renewed - Silver","UGX 1,399,000","UGX 1,500,000",7%
Apple MacBook Pro Retina 2015 – 13-Inch Core i7 16GB RAM 256GB SSD Grade A  Refurbished ,"UGX 1,100,000","UGX 1,500,000",27%
"Refurbished ProBook x360 11 G1 EE Touchscreen Convertible Laptop Computer 11.6"" LED Display PC, Intel , 4GB RAM, 128GB SSD, Windows 10","UGX 470,000","UGX 500,000",6%
"Refurbished Probook 640 G2 I5 6th Generation,8GB RAM 256GB SSD- Black","UGX 649,000","UGX 1,099,896",41%
"Hp Elite book 820 Core i5 8GB RAM 500GBHDD 12"" Black","UGX 546,200","UGX 899,000",39%
"Acer X360 Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,128GB SSD,11.6 Inch","UGX 469,000","UGX 899,000",48%
"Travel Mate 12"" 4GB Ram 128GB SSD - Black-Refurbished ","UGX 359,000","UGX 689,982",48%
"Thinkpad Yoga 11e Touchscreen 11.6"" 4gb Ram 500GB- Black","UGX 454,900","UGX 890,000",49%
"Lenovo Thinkpad Flip Touchscreen 11.6"",Intel Celeron/Pentium,4GB Black,128GB SSD, Renewed","UGX 399,000","UGX 700,000",43%
Lenovo 100e 4th Gen 64GB SSD (64GB eMMC) 4GB RAM WiFi - HDMI - Camera - Bluetooth Refurb (6 Months WRTY). (With a Mouse),"UGX 309,000","UGX 450,000",31%
"Refurbished EliteBook 840 14 Inch Core i5, 16GB Ram, 500GB HDD - Black","UGX 659,000","UGX 1,100,000",40%
"Refurbished ThinkPad T490S/T480S 14""Core i5-8th Gen 8GB RAM 256GB SSD M.2-NVMe-Black (Grade A)","UGX 970,000","UGX 1,400,000",31%
"11e  11.6"",Intel Celeron 4GB RAM 128GB SSD Black,with Free Bag & Mouse Refurbished.","UGX 429,000","UGX 1,290,000",67%
