year,month,Description,Quantity,Total_revenue
2011,5,12 DAISY PEGS IN WOOD BOX,27,44.55
2011,5,12 EGG HOUSE PAINTED WOOD,3,38.25
2011,5,12 IVORY ROSE PEG PLACE SETTINGS,115,143.75
2011,5,12 MESSAGE CARDS WITH ENVELOPES,214,341.09999999999997
2011,5,12 PENCIL SMALL TUBE WOODLAND,98,63.7
2011,5,12 PENCILS SMALL TUBE RED RETROSPOT,570,370.5
2011,5,12 PENCILS SMALL TUBE SKULL,522,339.3
2011,5,12 PENCILS TALL TUBE POSY,30,25.5
2011,5,12 PENCILS TALL TUBE RED RETROSPOT,156,132.6
2011,5,12 PENCILS TALL TUBE SKULLS,81,68.85
2011,5,12 PENCILS TALL TUBE WOODLAND,241,204.85
2011,5,12 RED ROSE PEG PLACE SETTINGS,15,18.75
2011,5,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,15.9
2011,5,16 PC CUTLERY SET PANTRY DESIGN,4,63.8
2011,5,16 PIECE CUTLERY SET PANTRY DESIGN,74,1014.6999999999999
2011,5,200 BENDY SKULL STRAWS,218,236.02
2011,5,200 RED + WHITE BENDY STRAWS,34,42.5
2011,5,3 GARDENIA MORRIS BOXED CANDLES,8,34.0
2011,5,3 HEARTS HANGING DECORATION RUSTIC,19,56.050000000000004
2011,5,3 HOOK HANGER MAGIC GARDEN,192,345.59999999999997
2011,5,3 HOOK PHOTO SHELF ANTIQUE WHITE,164,1163.72
2011,5,3 PIECE SPACEBOY COOKIE CUTTER SET,65,136.50000000000003
2011,5,3 STRIPEY MICE FELTCRAFT,182,342.9
2011,5,3 TIER CAKE TIN GREEN AND CREAM,53,713.15
2011,5,3 TIER CAKE TIN RED AND CREAM,90,1222.3
2011,5,3 TIER SWEETHEART GARDEN SHELF,8,287.6
2011,5,3 TRADITIONAl BISCUIT CUTTERS  SET,64,134.4
2011,5,3 WHITE CHOC MORRIS BOXED CANDLES,8,34.0
2011,5,36 DOILIES DOLLY GIRL,30,43.5
2011,5,36 FOIL HEART CAKE CASES,171,323.1
2011,5,36 FOIL STAR CAKE CASES ,10,21.0
2011,5,36 PENCILS TUBE POSY,4,5.0
2011,5,36 PENCILS TUBE RED RETROSPOT,276,345.0
2011,5,36 PENCILS TUBE SKULLS,99,123.75
2011,5,36 PENCILS TUBE WOODLAND,98,122.5
2011,5,3D HEARTS  HONEYCOMB PAPER GARLAND,27,79.65
2011,5,3D SHEET OF CAT STICKERS,4,3.4
2011,5,3D SHEET OF DOG STICKERS,15,12.75
2011,5,4 BLUE DINNER CANDLES SILVER FLOCK,6,15.299999999999999
2011,5,4 BURGUNDY WINE DINNER CANDLES,1,1.25
2011,5,4 IVORY DINNER CANDLES SILVER FLOCK,16,35.400000000000006
2011,5,4 LAVENDER BOTANICAL DINNER CANDLES,8,30.0
2011,5,4 LILY  BOTANICAL DINNER CANDLES,5,18.75
2011,5,4 PEAR BOTANICAL DINNER CANDLES,2,7.5
2011,5,4 PINK DINNER CANDLE SILVER FLOCK,1,2.55
2011,5,4 TRADITIONAL SPINNING TOPS,543,723.35
2011,5,4 VANILLA BOTANICAL CANDLES,5,18.75
2011,5,4 WILDFLOWER BOTANICAL CANDLES,2,7.5
2011,5,5 HOOK HANGER RED MAGIC TOADSTOOL,1230,1799.1
2011,5,5 STRAND GLASS NECKLACE CRYSTAL,1,6.35
2011,5,50CM METAL STRING WITH  7 CLIPS,12,10.2
2011,5,6 CHOCOLATE LOVE HEART T-LIGHTS,12,25.200000000000003
2011,5,6 EGG HOUSE PAINTED WOOD,18,143.1
2011,5,6 RIBBONS ELEGANT CHRISTMAS ,5,8.25
2011,5,6 RIBBONS EMPIRE  ,4,6.6
2011,5,6 RIBBONS RUSTIC CHARM,482,795.3
2011,5,6 RIBBONS SHIMMERING PINKS ,12,19.799999999999997
2011,5,6 ROCKET BALLOONS ,162,105.30000000000001
2011,5,60 CAKE CASES DOLLY GIRL DESIGN,370,203.50000000000003
2011,5,60 CAKE CASES VINTAGE CHRISTMAS,1,0.55
2011,5,60 GOLD AND SILVER FAIRY CAKE CASES,1,0.55
2011,5,60 TEATIME FAIRY CAKE CASES,1290,693.9
2011,5,72 SWEETHEART FAIRY CAKE CASES,600,314.40000000000003
2011,5,75 GREEN PETIT FOUR CASES,24,10.08
2011,5,ABC TREASURE BOOK BOX ,372,750.6
2011,5,ABSTRACT CIRCLE JOURNAL ,2,5.1
2011,5,ABSTRACT CIRCLES POCKET BOOK,6,5.1
2011,5,ABSTRACT CIRCLES SKETCHBOOK ,7,26.25
2011,5,"ACRYLIC JEWEL SNOWFLAKE, PINK",48,18.240000000000002
2011,5,ADVENT CALENDAR GINGHAM SACK,3,17.85
2011,5,AFGHAN SLIPPER SOCK PAIR,2,6.9
2011,5,AGED GLASS SILVER T-LIGHT HOLDER,799,490.55
2011,5,AIRLINE BAG VINTAGE JET SET BROWN,5,21.25
2011,5,AIRLINE BAG VINTAGE JET SET RED,13,55.25
2011,5,AIRLINE BAG VINTAGE JET SET WHITE,7,29.75
2011,5,AIRLINE BAG VINTAGE TOKYO 78,76,304.0
2011,5,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,8.5
2011,5,"AIRLINE LOUNGE,METAL SIGN",34,71.4
2011,5,ALARM CLOCK BAKELIKE CHOCOLATE,70,262.5
2011,5,ALARM CLOCK BAKELIKE IVORY,133,498.75
2011,5,ALARM CLOCK BAKELIKE ORANGE,219,821.25
2011,5,ALARM CLOCK BAKELIKE PINK,162,607.5
2011,5,ALARM CLOCK BAKELIKE RED ,309,1158.75
2011,5,ALPHABET HEARTS STICKER SHEET,102,86.69999999999999
2011,5,ALPHABET STENCIL CRAFT,20,25.0
2011,5,ALUMINIUM HEART,18,44.82000000000001
2011,5,ALUMINIUM STAMPED HEART,174,433.26000000000005
2011,5,AMBER BERTIE GLASS BEAD BAG CHARM,1,2.1
2011,5,ANIMAL STICKERS,64,13.440000000000001
2011,5,ANT COPPER PINK BOUDICCA BRACELET,3,14.850000000000001
2011,5,ANT COPPER RED BOUDICCA BRACELET,3,14.850000000000001
2011,5,ANT SILVER FUSCHIA BOUDICCA RING,3,8.850000000000001
2011,5,ANT SILVER LIME GREEN BOUDICCA RING,1,2.95
2011,5,ANT WHITE WIRE HEART SPIRAL,45,160.95000000000002
2011,5,ANTIQUE ALL GLASS CANDLESTICK,6,12.600000000000001
2011,5,ANTIQUE CREAM CUTLERY CUPBOARD,1,12.75
2011,5,ANTIQUE CREAM CUTLERY SHELF ,5,42.5
2011,5,ANTIQUE GLASS DRESSING TABLE POT,101,297.95
2011,5,ANTIQUE GLASS PEDESTAL BOWL,47,170.49
2011,5,ANTIQUE GLASS PLACE SETTING,16,20.0
2011,5,ANTIQUE IVORY WIRE BOWL SMALL,52,129.48000000000002
2011,5,ANTIQUE SILVER BAUBLE LAMP  ,8,83.2
2011,5,ANTIQUE SILVER T-LIGHT GLASS,1602,1824.66
2011,5,ANTIQUE SILVER TEA GLASS ENGRAVED,780,865.5600000000001
2011,5,ANTIQUE SILVER TEA GLASS ETCHED,24,30.0
2011,5,ANTIQUE TALL SWIRLGLASS TRINKET POT,26,97.5
2011,5,APPLE BATH SPONGE,87,108.75
2011,5,APRON APPLE DELIGHT,73,326.35
2011,5,APRON MODERN VINTAGE COTTON,154,300.3
2011,5,AQUA BERTIE GLASS BEAD BAG CHARM,1,2.1
2011,5,AREA PATROLLED METAL SIGN,263,534.3000000000001
2011,5,ASS COL CIRCLE MOBILE ,7,2.94
2011,5,ASS COLOUR GLOWING TIARAS,10,8.5
2011,5,ASS FLORAL PRINT MULTI SCREWDRIVER,148,65.47999999999999
2011,5,ASSORTED BOTTLE TOP  MAGNETS ,168,70.56
2011,5,ASSORTED CIRCULAR MOBILE,7,1.47
2011,5,ASSORTED COLOUR BIRD ORNAMENT,3036,4977.24
2011,5,ASSORTED COLOUR LIZARD SUCTION HOOK,58,24.36
2011,5,ASSORTED COLOUR METAL CAT ,28,35.0
2011,5,ASSORTED COLOUR MINI CASES,119,811.6499999999999
2011,5,ASSORTED COLOUR T-LIGHT HOLDER,204,132.60000000000002
2011,5,ASSORTED COLOURS SILK FAN,3888,2921.04
2011,5,ASSORTED CREEPY CRAWLIES,120,50.4
2011,5,ASSORTED FARMYARD ANIMALS IN BUCKET,12,10.2
2011,5,"ASSORTED FLOWER COLOUR ""LEIS""",774,392.7
2011,5,ASSORTED INCENSE PACK,360,75.6
2011,5,ASSORTED LAQUERED INCENSE HOLDERS,72,15.120000000000001
2011,5,ASSORTED MINI MADRAS NOTEBOOK,24,30.0
2011,5,ASSORTED MONKEY SUCTION CUP HOOK,7,2.94
2011,5,ASSORTED SANSKRIT MINI NOTEBOOK,36,45.0
2011,5,ASSORTED SHAPES PHOTO CLIP SILVER ,5,3.25
2011,5,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,12,10.2
2011,5,ASSORTED TUTTI FRUTTI BRACELET,202,42.980000000000004
2011,5,ASSORTED TUTTI FRUTTI HEART BOX,17,21.25
2011,5,ASSORTED TUTTI FRUTTI KEYRING BALL,1,0.85
2011,5,ASSORTED TUTTI FRUTTI MIRROR,12,15.0
2011,5,ASSORTED TUTTI FRUTTI NOTEBOOK,24,50.400000000000006
2011,5,ASSORTED TUTTI FRUTTI PEN,48,40.8
2011,5,ASSORTED TUTTI FRUTTI SMALL PURSE,16,20.0
2011,5,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,147,64.22999999999999
2011,5,ASSTD DESIGN RACING CAR PEN,96,162.24
2011,5,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,72,39.6
2011,5,ASSTD MULTICOLOUR CIRCLES MUG,174,67.86
2011,5,BABUSHKA LIGHTS STRING OF 10,43,271.05
2011,5,BABY BOOM RIBBONS ,9,11.25
2011,5,BAG 125g SWIRLY MARBLES,559,234.78
2011,5,BAG 250g SWIRLY MARBLES,439,326.34999999999997
2011,5,BAG 500g SWIRLY MARBLES,48,79.19999999999999
2011,5,BAKING MOULD CHOCOLATE CUPCAKES,31,79.05
2011,5,BAKING MOULD EASTER EGG MILK CHOC,3,8.850000000000001
2011,5,BAKING MOULD EASTER EGG WHITE CHOC,63,166.65
2011,5,BAKING MOULD HEART MILK CHOCOLATE,21,53.55
2011,5,BAKING MOULD HEART WHITE CHOCOLATE,21,53.55
2011,5,BAKING MOULD ROSE MILK CHOCOLATE,88,250.0
2011,5,BAKING MOULD ROSE WHITE CHOCOLATE,13,42.25
2011,5,BAKING MOULD TOFFEE CUP CHOCOLATE,114,247.50000000000003
2011,5,BAKING SET 9 PIECE RETROSPOT ,326,1512.9
2011,5,BAKING SET SPACEBOY DESIGN,127,611.85
2011,5,BALLOON ART MAKE YOUR OWN FLOWERS,40,78.0
2011,5,BALLOON PUMP WITH 10 BALLOONS,95,185.25
2011,5,BALLOON WATER BOMB PACK OF 35,353,148.26
2011,5,BALLOONS  WRITING SET ,48,79.19999999999999
2011,5,BANQUET BIRTHDAY  CARD  ,240,96.48
2011,5,BASKET OF FLOWERS SEWING KIT,27,22.95
2011,5,BASKET OF TOADSTOOLS,2,2.5
2011,5,BATH BUILDING BLOCK WORD,88,523.6
2011,5,BATHROOM METAL SIGN,353,202.79000000000002
2011,5,BATHROOM METAL SIGN ,18,26.099999999999998
2011,5,BATHROOM SCALES RUBBER DUCKS,1,3.75
2011,5,BATHROOM SET LOVE HEART DESIGN,13,38.35
2011,5,BEACH HUT DESIGN BLACKBOARD,4,17.0
2011,5,BEACH HUT KEY CABINET,9,33.75
2011,5,BEACH HUT MIRROR,6,25.5
2011,5,BEACH HUT SHELF W 3 DRAWERS,2,11.9
2011,5,BEADED CHANDELIER T-LIGHT HOLDER,36,178.20000000000002
2011,5,BEADED CRYSTAL HEART BLUE  LARGE,2,3.3
2011,5,BEADED CRYSTAL HEART GREEN LARGE,14,23.099999999999998
2011,5,BEADED CRYSTAL HEART GREEN SMALL,2,2.5
2011,5,BEADED CRYSTAL HEART PINK LARGE,4,6.6
2011,5,BEADED CRYSTAL HEART PINK SMALL,2,2.5
2011,5,BEADED PEARL HEART WHITE LARGE,47,77.54999999999998
2011,5,BEADED PEARL HEART WHITE ON STICK,204,135.48
2011,5,BELL HEART DECORATION,180,268.2
2011,5,BEST DAD CANDLE LETTERS,9,7.6499999999999995
2011,5,BEWARE OF THE CAT METAL SIGN ,294,485.34000000000003
2011,5,BIG DOUGHNUT FRIDGE MAGNETS,168,142.79999999999998
2011,5,BINGO SET,226,795.6600000000001
2011,5,BIRD DECORATION GREEN POLKADOT,17,14.45
2011,5,BIRD DECORATION RED RETROSPOT,27,22.95
2011,5,BIRDCAGE DECORATION TEALIGHT HOLDER,16,20.0
2011,5,BIRDHOUSE DECORATION MAGIC GARDEN,3,3.75
2011,5,BIRDHOUSE GARDEN MARKER ,77,96.25
2011,5,BIRDS MOBILE VINTAGE DESIGN,18,107.10000000000001
2011,5,BIRTHDAY BANQUET GIFT WRAP,75,31.5
2011,5,"BIRTHDAY CARD, RETRO SPOT",180,71.28
2011,5,BIRTHDAY PARTY CORDON BARRIER TAPE,73,91.25
2011,5,BISCUIT TIN VINTAGE GREEN,38,237.3
2011,5,BISCUIT TIN VINTAGE RED,36,223.8
2011,5,BISCUITS SMALL BOWL LIGHT BLUE,158,66.36
2011,5,BLACK AND WHITE CAT BOWL,962,2196.6
2011,5,BLACK AND WHITE DOG BOWL,731,2023.49
2011,5,BLACK BAROQUE WALL CLOCK ,1,12.75
2011,5,BLACK CANDELABRA T-LIGHT HOLDER,120,112.80000000000001
2011,5,BLACK CHAMPAGNE GLASS,300,117.0
2011,5,BLACK CHRISTMAS TREE 60CM,26,21.5
2011,5,BLACK DINER WALL CLOCK,7,59.5
2011,5,BLACK ENAMEL FLOWER RING,1,2.95
2011,5,BLACK ENCHANTED FOREST PLACEMAT,23,37.95
2011,5,BLACK FEATHER CHRISTMAS DECORATION,24,4.5600000000000005
2011,5,BLACK HEART CARD HOLDER,230,556.42
2011,5,BLACK KITCHEN SCALES,32,261.8
2011,5,BLACK LOVE BIRD T-LIGHT HOLDER,2,7.5
2011,5,BLACK MINI TAPE MEASURE ,3,2.55
2011,5,BLACK ORANGE SQUEEZER,10,4.2
2011,5,BLACK PIRATE TREASURE CHEST,8,13.2
2011,5,BLACK RECORD COVER FRAME,502,1718.34
2011,5,BLACK SILOUETTE CANDLE PLATE,3,2.55
2011,5,BLACK STITCHED WALL CLOCK,40,50.0
2011,5,BLACK SWEETHEART BRACELET,10,42.5
2011,5,BLACK TEA TOWEL CLASSIC DESIGN,25,31.25
2011,5,"BLACK TEA,COFFEE,SUGAR JARS",12,23.4
2011,5,BLACK VINT ART DEC CRYSTAL NECKLACE,2,17.0
2011,5,BLACK VINTAGE  CRYSTAL EARRINGS,2,7.5
2011,5,BLACK WINE GLASS,930,362.70000000000005
2011,5,BLACK/BLUE POLKADOT UMBRELLA,83,445.85
2011,5,BLOND DOLL DOORSTOP,12,15.0
2011,5,BLOSSOM  IMAGES NOTEBOOK SET,25,31.25
2011,5,BLOSSOM IMAGES GIFT WRAP SET,84,54.60000000000001
2011,5,BLUE  TILE HOOK,8,20.4
2011,5,BLUE  VOILE LAMPSHADE,6,17.700000000000003
2011,5,BLUE & WHITE BREAKFAST TRAY,36,106.20000000000002
2011,5,BLUE 3 PIECE POLKADOT CUTLERY SET,72,270.0
2011,5,BLUE BIRDHOUSE DECORATION,18,15.299999999999999
2011,5,BLUE CALCULATOR RULER,2,2.5
2011,5,BLUE CAT BISCUIT BARREL PINK HEART,12,23.4
2011,5,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,104,60.080000000000005
2011,5,BLUE CHECK BAG W HANDLE 34X20CM,14,11.62
2011,5,BLUE CHENILLE SHAGGY CUSHION COVER ,4,3.4
2011,5,BLUE CIRCLES DESIGN MONKEY DOLL,11,28.049999999999997
2011,5,BLUE CIRCLES DESIGN TEDDY,2,5.1
2011,5,BLUE COAT RACK PARIS FASHION,135,529.2900000000001
2011,5,BLUE DELPHINIUM ARTIFICIAL FLOWER,12,35.400000000000006
2011,5,BLUE DINER WALL CLOCK,46,391.0
2011,5,BLUE DISCO HANDBAG,1,1.95
2011,5,BLUE DRAGONFLY HELICOPTER,4,31.8
2011,5,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,78,97.5
2011,5,BLUE EGG  SPOON,72,8.64
2011,5,BLUE FLOCK GLASS CANDLEHOLDER,288,109.44
2011,5,BLUE FLOWER DES PURSE,2,1.66
2011,5,BLUE FLY SWAT,10,6.500000000000001
2011,5,BLUE GIANT GARDEN THERMOMETER,124,701.8000000000001
2011,5,BLUE GLASS CHUNKY CHARM BRACELET,3,26.849999999999998
2011,5,BLUE GLASS GEMS IN BAG,5,4.25
2011,5,BLUE HAPPY BIRTHDAY BUNTING,451,2241.9500000000003
2011,5,BLUE HARMONICA IN BOX ,650,766.9
2011,5,BLUE HOLE PUNCH,1,1.25
2011,5,BLUE JUICY FRUIT PHOTO FRAME,5,12.75
2011,5,BLUE MURANO TWIST NECKLACE,2,19.9
2011,5,BLUE NEW BAROQUE CANDLESTICK CANDLE,48,40.8
2011,5,BLUE OWL SOFT TOY,21,61.95000000000001
2011,5,BLUE PAISLEY JOURNAL ,8,20.4
2011,5,BLUE PAISLEY NOTEBOOK,6,9.899999999999999
2011,5,BLUE PAISLEY POCKET BOOK,27,22.95
2011,5,BLUE PAISLEY SKETCHBOOK,10,37.5
2011,5,BLUE PAISLEY TISSUE BOX,40,20.119999999999997
2011,5,BLUE PAPER PARASOL ,109,301.55
2011,5,BLUE PARTY BAGS ,67,140.70000000000002
2011,5,BLUE POLKADOT BEAKER ,326,127.13999999999999
2011,5,BLUE POLKADOT BOWL,266,318.82
2011,5,BLUE POLKADOT COFFEE MUG,438,170.82
2011,5,BLUE POLKADOT CUP,283,240.54999999999998
2011,5,BLUE POLKADOT GARDEN PARASOL,36,262.2
2011,5,BLUE POLKADOT LUGGAGE TAG ,14,17.5
2011,5,BLUE POLKADOT PASSPORT COVER,1,2.1
2011,5,BLUE POLKADOT PLATE ,177,299.13
2011,5,BLUE POLKADOT WASHING UP GLOVES,24,50.400000000000006
2011,5,BLUE POLKADOT WRAP,600,236.0
2011,5,BLUE POT PLANT CANDLE ,12,35.400000000000006
2011,5,BLUE PUDDING SPOON,54,6.4799999999999995
2011,5,BLUE ROSE FABRIC MIRROR,5,6.25
2011,5,BLUE SAVANNAH PICNIC HAMPER FOR 2,41,457.94999999999993
2011,5,BLUE SCANDINAVIAN PAISLEY WRAP,75,31.5
2011,5,BLUE SCOTTIE DOG W FLOWER PATTERN,6,15.299999999999999
2011,5,BLUE SPOT CERAMIC DRAWER KNOB,273,323.01
2011,5,BLUE SQUARE COMPACT MIRROR,12,15.0
2011,5,BLUE STONES ON WIRE FOR CANDLE,48,3.84
2011,5,BLUE STRIPE CERAMIC DRAWER KNOB,366,439.26
2011,5,BLUE STRIPES SHOULDER BAG,4,3.32
2011,5,BLUE TABLE RUN FLOWER,25,31.25
2011,5,BLUE TEA TOWEL CLASSIC DESIGN,123,135.51
2011,5,BLUE VICTORIAN FABRIC OVAL BOX,98,41.16
2011,5,BLUE WHITE PLASTIC RINGS LAMPSHADE,1,0.85
2011,5,BLUE/CREAM STRIPE CUSHION COVER ,74,92.5
2011,5,BLUE/YELLOW FLOWER DESIGN BIG MUG,6,2.34
2011,5,BOHEMIAN COLLAGE STATIONERY SET,11,32.45
2011,5,BOOM BOX SPEAKER BOYS,2,11.9
2011,5,BOOM BOX SPEAKER GIRLS,98,131.9
2011,5,BOOZE & WOMEN GREETING CARD ,24,10.08
2011,5,BOTANICAL LAVENDER BIRTHDAY CARD,24,10.08
2011,5,BOTANICAL LAVENDER GIFT WRAP ,25,10.5
2011,5,BOTANICAL LILY GIFT WRAP,25,10.5
2011,5,BOTANICAL LILY GREETING CARD,36,15.120000000000001
2011,5,BOTANICAL ROSE GIFT WRAP,75,31.5
2011,5,BOTANICAL ROSE GREETING CARD,12,5.04
2011,5,BOTTLE BAG RETROSPOT ,118,197.8
2011,5,BOUDOIR SQUARE TISSUE BOX,25,31.25
2011,5,BOX OF 24 COCKTAIL PARASOLS,685,287.7
2011,5,BOX OF 6 ASSORTED COLOUR TEASPOONS,43,182.75
2011,5,BOX OF 9 PEBBLE CANDLES,121,205.95000000000002
2011,5,BOX OF VINTAGE ALPHABET BLOCKS,61,656.9499999999999
2011,5,BOX OF VINTAGE JIGSAW BLOCKS ,33,193.35
2011,5,BOYS VINTAGE TIN SEASIDE BUCKET,265,646.9499999999999
2011,5,BREAD BIN DINER STYLE IVORY,137,2055.91
2011,5,BREAD BIN DINER STYLE MINT,63,857.61
2011,5,BREAD BIN DINER STYLE PINK,61,826.35
2011,5,BREAD BIN DINER STYLE RED ,78,1103.86
2011,5,BRIGHT BLUES RIBBONS ,38,47.5
2011,5,BROCADE RING PURSE ,2209,583.01
2011,5,BROCANTE COAT RACK,93,655.9000000000001
2011,5,BROCANTE SHELF WITH HOOKS,7,75.25
2011,5,BROWN  PIRATE TREASURE CHEST ,2,3.3
2011,5,BROWN CHECK CAT DOORSTOP ,17,72.25
2011,5,BUFFALO BILL TREASURE BOOK BOX,194,391.94
2011,5,BULL DOG BOTTLE OPENER,161,739.35
2011,5,BULL DOG BOTTLE TOP WALL CLOCK,28,231.0
2011,5,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,447,718.3499999999999
2011,5,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,98.99999999999999
2011,5,BUNDLE OF 3 RETRO NOTE BOOKS,333,530.25
2011,5,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,343,546.7499999999999
2011,5,"BUNTING , SPOTTY ",140,605.0000000000001
2011,5,BUTTERFLIES STICKERS,72,61.199999999999996
2011,5,BUTTERFLY CROCHET FOOD COVER,21,78.75
2011,5,BUTTON BOX ,52,101.4
2011,5,Bank Charges,1,15.0
2011,5,CABIN BAG VINTAGE RETROSPOT,1,29.95
2011,5,CACTI T-LIGHT CANDLES,672,251.51999999999998
2011,5,CAKE PLATE LOVEBIRD PINK,5,24.75
2011,5,CAKE PLATE LOVEBIRD WHITE,33,154.95
2011,5,CAKE STAND 3 TIER MAGIC GARDEN,9,114.75
2011,5,CAKE STAND LOVEBIRD 2 TIER PINK,6,59.699999999999996
2011,5,CAKE STAND LOVEBIRD 2 TIER WHITE,5,49.75
2011,5,CAKE STAND VICTORIAN FILIGREE MED,13,87.75
2011,5,CAKE STAND VICTORIAN FILIGREE SMALL,1,4.95
2011,5,CAKE STAND WHITE TWO TIER LACE,22,187.0
2011,5,CAKES AND BOWS GIFT  TAPE,300,62.519999999999996
2011,5,CAKES AND RABBITS DESIGN FLANNEL ,12,10.2
2011,5,CALENDAR FAMILY FAVOURITES,12,35.400000000000006
2011,5,CALENDAR IN SEASON DESIGN,14,41.300000000000004
2011,5,CALENDAR PAPER CUT DESIGN,111,327.45000000000005
2011,5,CAMOUFLAGE DESIGN TEDDY,147,310.05
2011,5,CAMOUFLAGE EAR MUFF HEADPHONES,1,5.49
2011,5,CAMOUFLAGE LED TORCH,96,162.24
2011,5,CAMPHOR WOOD PORTOBELLO MUSHROOM,26,32.5
2011,5,CANDLE PLATE LACE WHITE,1,2.55
2011,5,CANDLEHOLDER PINK HANGING HEART,315,865.25
2011,5,CANDY HEART HANGING DECORATION,6,7.5
2011,5,CANDY SHOP  STICKER SHEET,17,14.45
2011,5,CANDY SPOT HAND BAG,1,2.1
2011,5,CANDY SPOT HEART DECORATION,6,5.1
2011,5,CAPIZ CHANDELIER,1,29.95
2011,5,CARAVAN SQUARE TISSUE BOX,2,2.5
2011,5,CARD BILLBOARD FONT,432,177.12
2011,5,CARD BIRTHDAY COWBOY,253,101.94
2011,5,CARD CAT AND TREE ,144,60.480000000000004
2011,5,CARD CIRCUS PARADE,252,105.84
2011,5,CARD DOG AND BALL ,108,45.36
2011,5,CARD DOLLY GIRL ,876,337.68
2011,5,CARD GINGHAM ROSE ,324,127.44
2011,5,CARD I LOVE LONDON ,543,210.06
2011,5,CARD PARTY GAMES ,204,77.03999999999999
2011,5,CARD PSYCHEDELIC APPLES,240,96.47999999999999
2011,5,CARD SUKI BIRTHDAY,192,80.64
2011,5,CARD WEDDING DAY,96,40.32
2011,5,CAROUSEL DESIGN WASHBAG,5,9.75
2011,5,CARRIAGE,10,436.0
2011,5,CARROT CHARLIE+LOLA COASTER SET,58,72.5
2011,5,CARTOON  PENCIL SHARPENERS,10,1.6
2011,5,CAT BOWL VINTAGE CREAM,32,104.0
2011,5,CERAMIC BOWL WITH LOVE HEART DESIGN,78,64.74
2011,5,CERAMIC BOWL WITH STRAWBERRY DESIGN,72,198.0
2011,5,CERAMIC CAKE BOWL + HANGING CAKES,56,158.0
2011,5,CERAMIC CAKE DESIGN SPOTTED MUG,58,86.42
2011,5,CERAMIC CAKE DESIGN SPOTTED PLATE,29,43.21
2011,5,CERAMIC CAKE STAND + HANGING CAKES,54,436.17999999999995
2011,5,CERAMIC CHERRY CAKE MONEY BANK,129,187.04999999999998
2011,5,CERAMIC HEART FAIRY CAKE MONEY BANK,132,191.39999999999998
2011,5,CERAMIC PIRATE CHEST MONEY BANK,67,89.94999999999999
2011,5,CERAMIC PLATE STRAWBERRY DESIGN,30,44.699999999999996
2011,5,CERAMIC STRAWBERRY CAKE MONEY BANK,210,304.5
2011,5,CERAMIC STRAWBERRY DESIGN MUG,115,171.35
2011,5,CERAMIC STRAWBERRY MONEY BOX,66,161.1
2011,5,CHARLIE & LOLA WASTEPAPER BIN BLUE,45,56.25
2011,5,CHARLIE & LOLA WASTEPAPER BIN FLORA,89,111.25
2011,5,CHARLIE + LOLA BISCUITS TINS,226,440.7
2011,5,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2.95
2011,5,CHARLIE AND LOLA FIGURES TINS,245,477.74999999999994
2011,5,CHARLIE AND LOLA TABLE TINS,193,376.34999999999997
2011,5,CHARLIE+LOLA MY ROOM DOOR SIGN,6,15.299999999999999
2011,5,CHARLIE+LOLA RED HOT WATER BOTTLE ,2,9.3
2011,5,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",105,59.43
2011,5,CHARLOTTE BAG ALPHABET  DESIGN,220,174.0
2011,5,CHARLOTTE BAG APPLES DESIGN,1374,1089.9
2011,5,CHARLOTTE BAG DOLLY GIRL DESIGN,584,444.4
2011,5,CHARLOTTE BAG PINK POLKADOT,492,379.2
2011,5,CHARLOTTE BAG SUKI DESIGN,940,747.0
2011,5,CHARLOTTE BAG VINTAGE ALPHABET ,575,462.75
2011,5,CHERRY BLOSSOM  DECORATIVE FLASK,8,30.0
2011,5,CHERRY BLOSSOM DECORATIVE FLASK,30,112.5
2011,5,CHERRY BLOSSOM PASSPORT COVER,4,8.4
2011,5,CHERRY BLOSSOM PURSE,1,2.95
2011,5,CHERRY BLOSSOM TABLE CLOCK ,4,7.8
2011,5,CHERRY CROCHET FOOD COVER,34,127.5
2011,5,CHEST NATURAL WOOD 20 DRAWERS,2,220.0
2011,5,CHEST OF DRAWERS GINGHAM HEART ,5,84.75
2011,5,CHICK GREY HOT WATER BOTTLE,4,13.8
2011,5,CHILDREN'S APRON DOLLY GIRL ,191,376.1
2011,5,CHILDREN'S CIRCUS PARADE MUG,64,105.6
2011,5,CHILDREN'S SPACEBOY MUG,215,345.15
2011,5,CHILDRENS APRON APPLES DESIGN,147,286.65
2011,5,CHILDRENS APRON SPACEBOY DESIGN,245,447.75
2011,5,CHILDRENS CUTLERY CIRCUS PARADE,172,685.0000000000001
2011,5,CHILDRENS CUTLERY DOLLY GIRL ,303,1199.8500000000001
2011,5,CHILDRENS CUTLERY POLKADOT BLUE,246,963.3000000000001
