Description,AvgMonthlySales,AvgDailySales,SalesStdDev,SafetyStock,LeadTimeDemand,ReorderPoint,AnnualDemand,EOQ
IVORY SHELL HEART EARRINGS,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
IVORY SHELL HEART NECKLACE,3.17,0.10566666666666666,3.06,3,1.48,4.0,38.04,44.0
IVORY STRING CURTAIN WITH POLE ,20.75,0.6916666666666667,29.36,33,9.68,43.0,249.0,112.0
IVORY SWEETHEART SOAP DISH,15.44,0.5146666666666666,7.81,9,7.21,16.0,185.28,96.0
IVORY SWEETHEART WIRE LETTER RACK ,60.56,2.018666666666667,37.71,42,28.26,70.0,726.72,191.0
IVORY WICKER HEART LARGE,399.2,13.306666666666667,160.7,181,186.29,367.0,4790.4,489.0
IVORY WICKER HEART MEDIUM,406.0,13.533333333333333,251.51,283,189.47,472.0,4872.0,494.0
IVORY WICKER HEART SMALL,430.8,14.360000000000001,263.24,296,201.04,497.0,5169.6,508.0
IVORY WIRE KITCHEN ORGANISER,14.5,0.48333333333333334,23.14,26,6.77,33.0,174.0,93.0
IVORY WIRE SWEETHEART LETTER TRAY,14.11,0.4703333333333333,6.37,7,6.58,14.0,169.32,92.0
IVY HEART WREATH,4.0,0.13333333333333333,2.65,3,1.87,5.0,48.0,49.0
JADE CRYSTAL+GLASS BRACELET,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
JADE DROP EARRINGS W FILIGREE,3.29,0.10966666666666666,1.8,2,1.54,4.0,39.480000000000004,44.0
JAM CLOCK MAGNET,31.2,1.04,35.75,40,14.56,55.0,374.4,137.0
JAM JAR WITH BLUE LID,24.0,0.8,,0,11.2,11.0,288.0,120.0
JAM JAR WITH GREEN LID,234.38,7.812666666666667,139.09,156,109.38,265.0,2812.56,375.0
JAM JAR WITH PINK LID,283.15,9.438333333333333,181.72,204,132.14,336.0,3397.7999999999997,412.0
JAM MAKING SET PRINTED,1158.08,38.602666666666664,403.0,453,540.44,993.0,13896.96,834.0
JAM MAKING SET WITH JARS,627.0,20.9,219.1,246,292.6,539.0,7524.0,613.0
JARDIN ETCHED GLASS BUTTER DISH,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
JARDIN ETCHED GLASS CHEESE DISH,44.2,1.4733333333333334,51.36,58,20.63,79.0,530.4000000000001,163.0
JARDIN ETCHED GLASS FRUITBOWL,17.57,0.5856666666666667,20.27,23,8.2,31.0,210.84,103.0
JARDIN ETCHED GLASS LARGE BELL JAR,19.0,0.6333333333333333,24.04,27,8.87,36.0,228.0,107.0
JARDIN ETCHED GLASS SMALL BELL JAR,8.6,0.2866666666666667,9.63,11,4.01,15.0,103.19999999999999,72.0
JASMINE VOTIVE CANDLE,48.29,1.6096666666666666,49.64,56,22.54,79.0,579.48,170.0
JAZZ HEARTS ADDRESS BOOK,235.15,7.838333333333334,207.52,233,109.74,343.0,2821.8,376.0
JAZZ HEARTS PURSE NOTEBOOK,335.77,11.192333333333332,339.47,381,156.69,538.0,4029.24,449.0
JET BLACK LAS VEGAS BRACELET ROUND,3.0,0.1,,0,1.4,1.0,36.0,42.0
JET BLACK LAS VEGAS NECKLACE 45CM,2.0,0.06666666666666667,0.0,0,0.93,1.0,24.0,35.0
JIGSAW RABBIT AND BIRDHOUSE,41.62,1.3873333333333333,37.71,42,19.42,61.0,499.43999999999994,158.0
JIGSAW TOADSTOOLS 3 PIECE,47.92,1.5973333333333335,33.64,38,22.36,60.0,575.04,170.0
JIGSAW TREE WITH BIRDHOUSE,66.85,2.228333333333333,41.77,47,31.2,78.0,802.1999999999999,200.0
JIGSAW TREE WITH WATERING CAN,71.23,2.3743333333333334,103.87,117,33.24,150.0,854.76,207.0
JINGLE BELL HEART ANTIQUE GOLD,109.29,3.6430000000000002,93.69,105,51.0,156.0,1311.48,256.0
JINGLE BELL HEART ANTIQUE SILVER,506.71,16.890333333333334,532.25,598,236.46,834.0,6080.5199999999995,551.0
JINGLE BELL HEART DECORATION,460.88,15.362666666666666,377.13,424,215.08,639.0,5530.5599999999995,526.0
JINGLE BELLS TREE DECORATION,14.83,0.49433333333333335,16.19,18,6.92,25.0,177.96,94.0
JOY LARGE WOOD LETTERS,5.29,0.17633333333333334,5.47,6,2.47,8.0,63.480000000000004,56.0
JOY WOODEN BLOCK LETTERS,19.91,0.6636666666666666,25.7,29,9.29,38.0,238.92000000000002,109.0
JUMBO  BAG BAROQUE BLACK WHITE,984.08,32.80266666666667,400.61,450,459.24,909.0,11808.960000000001,768.0
JUMBO BAG 50'S CHRISTMAS ,1279.14,42.638000000000005,1079.55,1213,596.93,1810.0,15349.68,876.0
JUMBO BAG ALPHABET,1393.33,46.44433333333333,525.02,590,650.22,1240.0,16719.96,914.0
JUMBO BAG APPLES,1543.0,51.43333333333333,783.64,881,720.07,1601.0,18516.0,962.0
JUMBO BAG CHARLIE AND LOLA TOYS,92.2,3.0733333333333333,86.41,97,43.03,140.0,1106.4,235.0
JUMBO BAG DOILEY PATTERNS,1248.14,41.60466666666667,1072.76,1206,582.47,1788.0,14977.68,865.0
JUMBO BAG DOLLY GIRL DESIGN,238.23,7.941,154.87,174,111.17,285.0,2858.7599999999998,378.0
JUMBO BAG OWLS,951.45,31.715,439.46,494,444.01,938.0,11417.400000000001,756.0
JUMBO BAG PAISLEY PARK,1457.67,48.589000000000006,971.33,1092,680.25,1772.0,17492.04,935.0
JUMBO BAG PEARS,841.62,28.054,398.74,448,392.76,841.0,10099.44,711.0
JUMBO BAG PINK POLKADOT,1551.15,51.705000000000005,886.71,996,723.87,1720.0,18613.800000000003,965.0
JUMBO BAG PINK VINTAGE PAISLEY,760.69,25.356333333333335,350.09,393,354.99,748.0,9128.28,676.0
JUMBO BAG RED RETROSPOT,3552.38,118.41266666666667,1426.69,1603,1657.78,3261.0,42628.56,1460.0
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,705.18,23.505999999999997,387.06,435,329.08,764.0,8462.16,650.0
JUMBO BAG SCANDINAVIAN PAISLEY,389.4,12.979999999999999,342.13,384,181.72,566.0,4672.799999999999,483.0
JUMBO BAG SPACEBOY DESIGN,633.54,21.118,336.85,379,295.65,675.0,7602.48,617.0
JUMBO BAG STRAWBERRY,1292.85,43.095,741.98,834,603.33,1437.0,15514.199999999999,881.0
JUMBO BAG TOYS ,349.83,11.661,252.73,284,163.25,447.0,4197.96,458.0
JUMBO BAG VINTAGE CHRISTMAS ,701.14,23.371333333333332,577.6,649,327.2,976.0,8413.68,649.0
JUMBO BAG VINTAGE DOILEY ,143.0,4.766666666666667,,0,66.73,67.0,1716.0,293.0
JUMBO BAG VINTAGE DOILY ,2127.2,70.90666666666667,914.03,1027,992.69,2020.0,25526.399999999998,1130.0
JUMBO BAG VINTAGE LEAF,1339.5,44.65,447.69,503,625.1,1128.0,16074.0,896.0
JUMBO BAG WOODLAND ANIMALS,629.77,20.99233333333333,346.82,390,293.89,684.0,7557.24,615.0
JUMBO SHOPPER VINTAGE RED PAISLEY,809.08,26.969333333333335,401.59,451,377.57,829.0,9708.960000000001,697.0
JUMBO STORAGE BAG SKULLS,438.92,14.630666666666666,256.33,288,204.83,493.0,5267.04,513.0
JUMBO STORAGE BAG SUKI,885.85,29.528333333333332,316.03,355,413.4,768.0,10630.2,729.0
JUNGLE POPSICLES ICE LOLLY HOLDERS,30.25,1.0083333333333333,30.1,34,14.12,48.0,363.0,135.0
JUNGLE POPSICLES ICE LOLLY MOULDS,83.3,2.7766666666666664,91.01,102,38.87,141.0,999.5999999999999,224.0
KEEP CALM BIRTHDAY WRAP,50.0,1.6666666666666667,,0,23.33,23.0,600.0,173.0
KEEP CALM WALL ART ,134.5,4.483333333333333,164.76,185,62.77,248.0,1614.0,284.0
KEEP OUT BOYS DOOR HANGER ,18.71,0.6236666666666667,16.44,18,8.73,27.0,224.52,106.0
KENSINGTON COFFEE SET,4.82,0.16066666666666668,3.74,4,2.25,6.0,57.84,54.0
KEY CABINET MA CAMPAGNE,14.69,0.48966666666666664,5.99,7,6.86,14.0,176.28,94.0
"KEY FOB , BACK DOOR ",134.31,4.477,49.33,55,62.68,118.0,1611.72,284.0
"KEY FOB , FRONT  DOOR ",147.31,4.910333333333333,164.26,185,68.74,254.0,1767.72,297.0
"KEY FOB , GARAGE DESIGN",234.0,7.8,256.35,288,109.2,397.0,2808.0,375.0
"KEY FOB , SHED",237.46,7.915333333333334,232.46,261,110.81,372.0,2849.52,377.0
KEY RING BASEBALL BOOT ASSORTED ,528.33,17.611,244.52,275,246.55,522.0,6339.960000000001,563.0
KEY RING BASEBALL BOOT UNION JACK,590.67,19.689,202.94,228,275.65,504.0,7088.039999999999,595.0
KIDS CUTLERY DOLLY GIRL ,9.0,0.3,7.57,9,4.2,13.0,108.0,73.0
KIDS CUTLERY SPACEBOY ,9.0,0.3,7.57,9,4.2,13.0,108.0,73.0
KIDS RAIN MAC BLUE,92.54,3.0846666666666667,59.82,67,43.19,110.0,1110.48,236.0
KIDS RAIN MAC PINK,61.46,2.0486666666666666,42.88,48,28.68,77.0,737.52,192.0
KINGS CHOICE BISCUIT TIN,24.92,0.8306666666666668,19.08,21,11.63,33.0,299.04,122.0
KINGS CHOICE GIANT TUBE MATCHES,66.45,2.2150000000000003,78.82,89,31.01,120.0,797.4000000000001,200.0
KINGS CHOICE MUG,153.85,5.128333333333333,204.8,230,71.8,302.0,1846.1999999999998,304.0
KINGS CHOICE TEA CADDY ,35.08,1.1693333333333333,30.35,34,16.37,50.0,420.96,145.0
KITCHEN FLOWER POTS WALL PLAQUE,3.22,0.10733333333333334,2.05,2,1.5,4.0,38.64,44.0
KITCHEN METAL SIGN,150.46,5.015333333333333,71.56,80,70.21,150.0,1805.52,300.0
KITTENS DESIGN FLANNEL,23.2,0.7733333333333333,19.84,22,10.83,33.0,278.4,118.0
KITTY PENCIL ERASERS,108.0,3.6,73.94,83,50.4,133.0,1296.0,255.0
KNEELING MAT HOUSEWORK  DESIGN,185.12,6.1706666666666665,108.26,122,86.39,208.0,2221.44,333.0
KNICKERBOCKERGLORY MAGNET ASSORTED ,210.6,7.02,147.12,165,98.28,263.0,2527.2,355.0
KNITTED RABBIT DOLL ,16.0,0.5333333333333333,,0,7.47,7.0,192.0,98.0
KNITTED UNION FLAG HOT WATER BOTTLE,189.92,6.330666666666667,245.12,275,88.63,364.0,2279.04,338.0
LA JARDIN BOTANIQUE CUSHION COVER,40.5,1.35,45.96,52,18.9,71.0,486.0,156.0
LA PALMIERA TILE COASTER,70.5,2.35,49.89,56,32.9,89.0,846.0,206.0
LA PALMIERA TILE HOOK,11.25,0.375,13.94,16,5.25,21.0,135.0,82.0
LA PALMIERA WALL THERMOMETER,2.5,0.08333333333333333,1.97,2,1.17,3.0,30.0,39.0
LADIES & GENTLEMEN METAL SIGN,354.45,11.815,204.43,230,165.41,395.0,4253.4,461.0
LADLE LOVE HEART PINK,19.0,0.6333333333333333,,0,8.87,9.0,228.0,107.0
LADLE LOVE HEART RED ,6.0,0.2,,0,2.8,3.0,72.0,60.0
LADS ONLY TISSUE BOX,121.38,4.046,138.68,156,56.64,213.0,1456.56,270.0
LADYBIRD + BEE RAFFIA FOOD COVER,19.83,0.6609999999999999,14.3,16,9.25,25.0,237.95999999999998,109.0
LANDMARK FRAME BAKER STREET ,115.67,3.8556666666666666,178.89,201,53.98,255.0,1388.04,263.0
LANDMARK FRAME CAMDEN TOWN ,186.0,6.2,147.0,165,86.8,252.0,2232.0,334.0
LANDMARK FRAME COVENT GARDEN ,146.0,4.866666666666666,204.27,230,68.13,298.0,1752.0,296.0
LANDMARK FRAME LONDON BRIDGE ,137.67,4.5889999999999995,197.53,222,64.25,286.0,1652.04,287.0
LANDMARK FRAME NOTTING HILL ,140.67,4.688999999999999,204.28,230,65.65,296.0,1688.04,291.0
LANDMARK FRAME OXFORD STREET,140.33,4.677666666666667,203.86,229,65.49,294.0,1683.96,290.0
LANTERN CREAM GAZEBO ,93.38,3.1126666666666667,41.26,46,43.58,90.0,1120.56,237.0
LARGE  TALL CAMPHOR WOOD TOADSTOOL ,3.67,0.12233333333333334,1.8,2,1.71,4.0,44.04,47.0
LARGE ANTIQUE WHITE PHOTO FRAME,63.62,2.1206666666666667,61.05,69,29.69,99.0,763.4399999999999,195.0
LARGE APOTHECARY MEASURING JAR ,8.33,0.2776666666666667,5.89,7,3.89,11.0,99.96000000000001,71.0
LARGE BLACK DIAMANTE HAIRSLIDE,4.0,0.13333333333333333,,0,1.87,2.0,48.0,49.0
LARGE BLUE PROVENCAL CERAMIC BALL,7.33,0.24433333333333335,3.93,4,3.42,7.0,87.96000000000001,66.0
LARGE BONNE JAM JAR  T-LIGHT HOLDER,42.33,1.411,41.44,47,19.75,67.0,507.96,159.0
LARGE CAKE STAND  HANGING STRAWBERY,43.46,1.4486666666666668,57.97,65,20.28,85.0,521.52,161.0
LARGE CAKE STAND HANGING HEARTS,38.83,1.2943333333333333,35.61,40,18.12,58.0,465.96,153.0
LARGE CAKE TOWEL CHOCOLATE SPOTS,69.17,2.3056666666666668,99.33,112,32.28,144.0,830.04,204.0
LARGE CAKE TOWEL PINK SPOTS,70.45,2.3483333333333336,108.15,122,32.88,155.0,845.4000000000001,206.0
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7.0,0.23333333333333334,,0,3.27,3.0,84.0,65.0
LARGE CAMPHOR WOOD FIELD MUSHROOM ,2.67,0.089,1.32,1,1.25,2.0,32.04,40.0
LARGE CERAMIC TOP STORAGE JAR,369.25,12.308333333333334,124.14,140,172.32,312.0,4431.0,471.0
LARGE CHINESE STYLE SCISSOR,97.92,3.2640000000000002,77.0,87,45.7,133.0,1175.04,242.0
LARGE CIRCULAR MIRROR MOBILE,568.42,18.947333333333333,406.89,457,265.26,722.0,6821.039999999999,584.0
LARGE CRYSTAL DIAMANTE HAIRSLIDE,2.0,0.06666666666666667,1.73,2,0.93,3.0,24.0,35.0
LARGE DECO JEWELLERY STAND,35.29,1.1763333333333332,23.91,27,16.47,43.0,423.48,146.0
LARGE HANGING IVORY & RED WOOD BIRD,71.15,2.371666666666667,60.18,68,33.2,101.0,853.8000000000001,207.0
LARGE HEART MEASURING SPOONS,130.69,4.356333333333334,81.89,92,60.99,153.0,1568.28,280.0
LARGE IVORY HEART WALL ORGANISER,84.33,2.811,90.6,102,39.35,141.0,1011.96,225.0
LARGE JEWELLERY STAND,10.0,0.3333333333333333,,0,4.67,5.0,120.0,77.0
LARGE MEDINA STAMPED METAL BOWL ,13.62,0.45399999999999996,13.03,15,6.36,21.0,163.44,90.0
LARGE MINT DIAMANTE HAIRSLIDE,4.0,0.13333333333333333,3.56,4,1.87,6.0,48.0,49.0
LARGE PARLOUR FRAME,27.0,0.9,,0,12.6,13.0,324.0,127.0
LARGE PARLOUR PICTURE FRAME,26.0,0.8666666666666667,7.81,9,12.13,21.0,312.0,125.0
LARGE PINK GLASS SUNDAE DISH,141.33,4.711,111.56,125,65.95,191.0,1695.96,291.0
LARGE POPCORN HOLDER ,291.0,9.7,372.53,419,135.8,555.0,3492.0,418.0
LARGE PURPLE BABUSHKA NOTEBOOK  ,86.31,2.8770000000000002,136.55,153,40.28,193.0,1035.72,228.0
LARGE RED BABUSHKA NOTEBOOK ,77.62,2.5873333333333335,90.72,102,36.22,138.0,931.44,216.0
LARGE RED RETROSPOT WINDMILL,158.33,5.277666666666667,241.36,271,73.89,345.0,1899.96,308.0
LARGE ROUND WICKER PLATTER ,14.85,0.495,17.11,19,6.93,26.0,178.2,94.0
LARGE SKULL WINDMILL,11.14,0.37133333333333335,9.44,11,5.2,16.0,133.68,82.0
LARGE STRIPES CHOCOLATE GIFT BAG,55.38,1.846,62.76,71,25.84,97.0,664.5600000000001,182.0
LARGE TORTILLA DESIGN RED BOWL,16.0,0.5333333333333333,22.2,25,7.47,32.0,192.0,98.0
LARGE WHITE HEART OF WICKER,415.43,13.847666666666667,243.78,274,193.87,468.0,4985.16,499.0
LARGE WHITE HONEYCOMB PAPER BELL  ,35.82,1.194,28.49,32,16.72,49.0,429.84000000000003,147.0
LARGE WHITE/PINK ROSE ART FLOWER,51.43,1.7143333333333333,37.54,42,24.0,66.0,617.16,176.0
LARGE YELLOW BABUSHKA NOTEBOOK ,42.62,1.4206666666666665,44.79,50,19.89,70.0,511.43999999999994,160.0
LARGE ZINC GLASS CANDLEHOLDER,4.5,0.15,2.38,3,2.1,5.0,54.0,52.0
LARGE ZINC HEART WALL ORGANISER,177.33,5.9110000000000005,198.72,223,82.75,306.0,2127.96,326.0
LASER CUT MULTI STRAND NECKLACE,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
LAUNDRY 15C METAL SIGN,214.69,7.156333333333333,134.12,151,100.19,251.0,2576.2799999999997,359.0
LAUREL HEART ANTIQUE GOLD,74.0,2.466666666666667,84.21,95,34.53,130.0,888.0,211.0
LAUREL HEART ANTIQUE SILVER,184.29,6.143,138.66,156,86.0,242.0,2211.48,333.0
LAUREL STAR ANTIQUE GOLD,74.4,2.48,58.89,66,34.72,101.0,892.8000000000001,211.0
LAUREL STAR ANTIQUE SILVER ,57.71,1.9236666666666666,53.36,60,26.93,87.0,692.52,186.0
LAVENDER INCENSE 40 CONES IN TIN,13.62,0.45399999999999996,16.27,18,6.36,24.0,163.44,90.0
LAVENDER INCENSE IN TIN,28.67,0.9556666666666668,27.86,31,13.38,44.0,344.04,131.0
LAVENDER SCENT CAKE CANDLE,60.0,2.0,48.33,54,28.0,82.0,720.0,190.0
LAVENDER SCENTED FABRIC HEART,104.0,3.466666666666667,42.24,47,48.53,96.0,1248.0,250.0
LAVENDER TOILETTE BOTTLE,133.5,4.45,104.49,117,62.3,179.0,1602.0,283.0
LAZER CUT NECKLACE W PASTEL BEADS,11.4,0.38,22.7,26,5.32,31.0,136.8,83.0
LE GRAND TRAY CHIC SET,21.0,0.7,9.81,11,9.8,21.0,252.0,112.0
LE JARDIN BOTANIQUE CUSHION COVER,131.75,4.391666666666667,84.09,94,61.48,155.0,1581.0,281.0
LEAVES MAGNETIC  SHOPPING LIST,24.0,0.8,,0,11.2,11.0,288.0,120.0
LED TEA LIGHTS,99.33,3.311,113.67,128,46.35,174.0,1191.96,244.0
LETS GO SHOPPING COTTON TOTE BAG,14.75,0.49166666666666664,7.25,8,6.88,15.0,177.0,94.0
"LETTER ""A"" BLING KEY RING",7.88,0.26266666666666666,8.49,10,3.68,14.0,94.56,69.0
"LETTER ""B"" BLING KEY RING",6.5,0.21666666666666667,7.78,9,3.03,12.0,78.0,62.0
"LETTER ""C"" BLING KEY RING",10.4,0.3466666666666667,11.15,13,4.85,18.0,124.80000000000001,79.0
"LETTER ""D"" BLING KEY RING",6.5,0.21666666666666667,8.92,10,3.03,13.0,78.0,62.0
"LETTER ""E"" BLING KEY RING",10.25,0.3416666666666667,9.98,11,4.78,16.0,123.0,78.0
"LETTER ""F"" BLING KEY RING",13.0,0.43333333333333335,,0,6.07,6.0,156.0,88.0
"LETTER ""G"" BLING KEY RING",6.8,0.22666666666666666,10.4,12,3.17,15.0,81.6,64.0
"LETTER ""H"" BLING KEY RING",7.33,0.24433333333333335,5.51,6,3.42,9.0,87.96000000000001,66.0
"LETTER ""I"" BLING KEY RING",12.5,0.4166666666666667,0.71,1,5.83,7.0,150.0,87.0
"LETTER ""J"" BLING KEY RING",5.75,0.19166666666666668,4.5,5,2.68,8.0,69.0,59.0
"LETTER ""K"" BLING KEY RING",6.71,0.22366666666666665,8.24,9,3.13,12.0,80.52,63.0
"LETTER ""L"" BLING KEY RING",12.75,0.425,16.28,18,5.95,24.0,153.0,87.0
"LETTER ""M"" BLING KEY RING",6.75,0.225,4.57,5,3.15,8.0,81.0,64.0
"LETTER ""N"" BLING KEY RING",4.5,0.15,5.69,6,2.1,8.0,54.0,52.0
"LETTER ""O"" BLING KEY RING",12.0,0.4,,0,5.6,6.0,144.0,85.0
"LETTER ""P"" BLING KEY RING",7.0,0.23333333333333334,12.0,13,3.27,16.0,84.0,65.0
"LETTER ""R"" BLING KEY RING",5.0,0.16666666666666666,6.93,8,2.33,10.0,60.0,55.0
"LETTER ""S"" BLING KEY RING",13.33,0.44433333333333336,11.06,12,6.22,18.0,159.96,89.0
"LETTER ""T"" BLING KEY RING",12.0,0.4,,0,5.6,6.0,144.0,85.0
"LETTER ""U"" BLING KEY RING",12.0,0.4,,0,5.6,6.0,144.0,85.0
"LETTER ""V"" BLING KEY RING",4.67,0.15566666666666668,6.35,7,2.18,9.0,56.04,53.0
"LETTER ""W"" BLING KEY RING",12.0,0.4,,0,5.6,6.0,144.0,85.0
"LETTER ""Y"" BLING KEY RING",30.5,1.0166666666666666,41.72,47,14.23,61.0,366.0,135.0
"LETTER ""Z"" BLING KEY RING",12.0,0.4,,0,5.6,6.0,144.0,85.0
LETTER HOLDER HOME SWEET HOME,149.0,4.966666666666667,94.5,106,69.53,176.0,1788.0,299.0
LETTER SHAPE PENCIL SHARPENER,301.45,10.048333333333334,490.91,552,140.68,693.0,3617.3999999999996,425.0
LIGHT DECORATION BATTERY OPERATED,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
LIGHT GARLAND BUTTERFILES PINK,103.08,3.436,110.3,124,48.1,172.0,1236.96,249.0
LIGHT PINK FLOCK GLASS CANDLEHOLDER,12.0,0.4,10.39,12,5.6,18.0,144.0,85.0
LIGHTHOUSE PRINTED METAL SIGN,3.0,0.1,1.41,2,1.4,3.0,36.0,42.0
LILAC DIAMANTE PEN IN GIFT BOX,2.89,0.09633333333333334,2.09,2,1.35,3.0,34.68,42.0
LILAC FEATHERS CURTAIN,12.0,0.4,,0,5.6,6.0,144.0,85.0
LILAC GAUZE BUTTERFLY LAMPSHADE,6.0,0.2,4.4,5,2.8,8.0,72.0,60.0
LILAC VOTIVE CANDLE,36.0,1.2,16.97,19,16.8,36.0,432.0,147.0
LILY BROOCH AMETHYST COLOUR,2.14,0.07133333333333333,1.07,1,1.0,2.0,25.68,36.0
LILY BROOCH OLIVE COLOUR,2.2,0.07333333333333333,1.1,1,1.03,2.0,26.400000000000002,36.0
LIPSTICK PEN BABY PINK,92.23,3.0743333333333336,88.39,99,43.04,142.0,1106.76,235.0
LIPSTICK PEN FUSCHIA,148.08,4.936000000000001,123.5,139,69.1,208.0,1776.96,298.0
LIPSTICK PEN RED,216.31,7.210333333333334,148.97,167,100.94,268.0,2595.7200000000003,360.0
LITTLE GREEN MONSTER SOFT TOY,3.17,0.10566666666666666,1.83,2,1.48,3.0,38.04,44.0
LITTLE PINK MONSTER SOFT TOY,4.0,0.13333333333333333,1.15,1,1.87,3.0,48.0,49.0
LOCAL CAFE MUG,47.17,1.5723333333333334,38.92,44,22.01,66.0,566.04,168.0
LOLITA  DESIGN  COTTON TOTE BAG,14.0,0.4666666666666667,7.59,9,6.53,16.0,168.0,92.0
LONDON BUS COFFEE MUG,326.62,10.887333333333334,218.35,245,152.42,397.0,3919.44,443.0
LONG SILVER NECKLACE PASTEL FLOWER,1.6,0.05333333333333334,0.55,1,0.75,2.0,19.200000000000003,31.0
LOVE BUILDING BLOCK WORD,149.69,4.9896666666666665,71.62,80,69.86,150.0,1796.28,300.0
LOVE GARLAND PAINTED ZINC ,31.15,1.0383333333333333,25.66,29,14.54,44.0,373.79999999999995,137.0
LOVE HEART NAPKIN BOX ,71.5,2.3833333333333333,30.41,34,33.37,67.0,858.0,207.0
LOVE HEART POCKET WARMER,262.0,8.733333333333333,483.17,543,122.27,665.0,3144.0,396.0
LOVE HEART SOCK HANGER,30.36,1.012,33.84,38,14.17,52.0,364.32,135.0
LOVE HEART TRINKET POT,172.92,5.763999999999999,127.9,144,80.7,225.0,2075.04,322.0
LOVE HOT WATER BOTTLE,470.4,15.68,411.26,462,219.52,682.0,5644.799999999999,531.0
LOVE LARGE WOOD LETTERS ,11.38,0.37933333333333336,8.94,10,5.31,15.0,136.56,83.0
LOVE POTION MASALA INCENSE,32.14,1.0713333333333332,12.2,14,15.0,29.0,385.68,139.0
LOVE SEAT ANTIQUE WHITE METAL,5.8,0.19333333333333333,4.83,5,2.71,8.0,69.6,59.0
LOVEBIRD HANGING DECORATION WHITE ,259.38,8.645999999999999,139.2,156,121.04,277.0,3112.56,394.0
LOVELY BONBON STICKER SHEET,27.36,0.912,15.98,18,12.77,31.0,328.32,128.0
LUNCH BAG  BLACK SKULL.,868.54,28.95133333333333,371.29,417,405.32,822.0,10422.48,722.0
LUNCH BAG ALPHABET DESIGN,839.33,27.977666666666668,482.17,542,391.69,934.0,10071.960000000001,710.0
LUNCH BAG APPLE DESIGN,1285.0,42.833333333333336,546.3,614,599.67,1214.0,15420.0,878.0
LUNCH BAG CARS BLUE,832.31,27.743666666666666,407.63,458,388.41,846.0,9987.72,707.0
LUNCH BAG DOILEY PATTERN ,1080.33,36.010999999999996,1022.9,1149,504.15,1653.0,12963.96,805.0
LUNCH BAG DOLLY GIRL DESIGN,503.46,16.782,259.65,292,234.95,527.0,6041.5199999999995,550.0
LUNCH BAG PAISLEY PARK  ,1105.0,36.833333333333336,1024.74,1152,515.67,1668.0,13260.0,814.0
LUNCH BAG PINK POLKADOT,788.77,26.292333333333332,429.98,483,368.09,851.0,9465.24,688.0
LUNCH BAG RED RETROSPOT,1361.31,45.376999999999995,523.68,588,635.28,1223.0,16335.72,904.0
LUNCH BAG RED SPOTTY,200.0,6.666666666666667,,0,93.33,93.0,2400.0,346.0
LUNCH BAG RED VINTAGE DOILY,774.0,25.8,668.92,752,361.2,1113.0,9288.0,681.0
LUNCH BAG SPACEBOY DESIGN ,762.46,25.415333333333333,364.95,410,355.81,766.0,9149.52,676.0
LUNCH BAG SUKI  DESIGN ,424.2,14.139999999999999,342.59,385,197.96,583.0,5090.4,504.0
LUNCH BAG SUKI DESIGN ,872.82,29.094,497.89,560,407.32,967.0,10473.84,724.0
LUNCH BAG VINTAGE DOILEY ,70.0,2.3333333333333335,,0,32.67,33.0,840.0,205.0
LUNCH BAG VINTAGE DOILY ,1290.4,43.013333333333335,509.37,572,602.19,1174.0,15484.800000000001,880.0
LUNCH BAG VINTAGE LEAF DESIGN,691.67,23.055666666666664,204.04,229,322.78,552.0,8300.039999999999,644.0
LUNCH BAG WOODLAND,701.15,23.371666666666666,307.03,345,327.2,672.0,8413.8,649.0
LUNCH BOX I LOVE LONDON,853.38,28.446,499.73,562,398.24,960.0,10240.56,716.0
LUNCH BOX WITH CUTLERY FAIRY CAKES ,15.25,0.5083333333333333,11.87,13,7.12,20.0,183.0,96.0
LUNCH BOX WITH CUTLERY RETROSPOT ,219.46,7.315333333333333,113.83,128,102.41,230.0,2633.52,363.0
LUSH GREENS RIBBONS,27.0,0.9,14.14,16,12.6,29.0,324.0,127.0
M/COLOUR POM-POM CURTAIN,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
MA CAMPAGNE CUTLERY BOX,17.25,0.575,7.87,9,8.05,17.0,207.0,102.0
MADRAS NOTEBOOK LARGE ,54.0,1.8,104.17,117,25.2,142.0,648.0,180.0
MADRAS NOTEBOOK MEDIUM,101.89,3.396333333333333,72.31,81,47.55,129.0,1222.68,247.0
MAGAZINE RACK GEBRA ASSORTED ,27.29,0.9096666666666666,20.56,23,12.74,36.0,327.48,128.0
MAGIC DRAWING SLATE BAKE A CAKE ,134.23,4.474333333333333,170.13,191,62.64,254.0,1610.7599999999998,284.0
MAGIC DRAWING SLATE BUNNIES ,132.0,4.4,102.15,115,61.6,177.0,1584.0,281.0
MAGIC DRAWING SLATE CIRCUS PARADE  ,253.31,8.443666666666667,170.21,191,118.21,309.0,3039.7200000000003,390.0
MAGIC DRAWING SLATE DINOSAUR,139.85,4.661666666666666,100.94,113,65.26,178.0,1678.1999999999998,290.0
